"ID","Age","online","Grow.Palous","Grow.PN","Grow.SW","Grow.NE","Grow.SE","Grow.MW","Grow.OUS","Gender","Years","Rent","Supplier.Moscow","Supplier.Pullman","Supplier.Dwell","Supplier.Iwell","Supplier.IDK","Supplier.other","compareuse","statement","awareness","recreation","education","wildlif","energy","flood","Task","Choice","C1.1.Cost","C2.1LargR","C2.1SmallR","C2.1WasteW","C2.1GroundW","C3.1ARebate","C3.1GRebate","C3.1GRestrict","C3.1WRestrict","C4.1AqInj","C4.1Resv","C4.1NoStore","Check","Id2"
344,15,1,0,1,0,0,0,0,0,2,6,1,1,0,0,0,0,0,1,5,2,4,6,6,5,4,4,1,0,0,0,0,1,1,0,0,0,0,1,0,1,344.4
345,8,1,0,1,0,0,0,0,0,2,7,1,0,1,0,0,0,0,1,7,2,6,6,7,7,7,4,1,30,0,1,0,0,0,0,0,1,1,0,0,1,345.4
346,13,1,0,0,0,0,0,0,1,2,6,1,0,1,0,0,0,0,1,7,2,7,7,7,7,7,4,0,30,1,0,0,0,0,0,0,1,0,0,1,1,346.4
347,13,1,0,0,0,0,0,0,1,2,6,1,0,1,0,0,0,0,1,7,2,7,7,7,7,7,4,1,10,0,0,0,1,0,0,0,1,0,1,0,1,347.4
348,9,1,0,1,0,0,0,0,0,2,5,1,1,0,0,0,0,0,1,3,1,3,3,3,3,3,4,0,5,0,1,0,0,0,0,1,0,1,0,0,1,348.4
349,13,1,0,1,0,0,0,0,0,2,7,2,0,0,0,0,0,1,1,5,1,2,4,5,5,5,4,1,20,0,1,0,0,0,0,0,1,0,1,0,1,349.4
350,9,1,0,1,0,0,0,0,0,2,3,2,0,0,0,0,0,1,1,4,1,6,4,5,4,4,4,0,30,1,0,0,0,0,0,1,0,1,0,0,1,350.4
351,14,1,0,0,1,0,0,0,0,1,5,2,1,0,0,0,0,0,1,3,2,5,4,3,6,6,4,1,0,0,0,1,0,0,0,1,0,0,1,0,1,351.4
352,8,1,0,0,0,0,0,1,0,2,3,1,0,1,0,0,0,0,1,5,1,5,7,6,4,5,4,0,10,0,0,0,1,0,1,0,0,1,0,0,1,352.4
353,9,1,0,1,0,0,0,0,0,2,2,1,0,1,0,0,0,0,1,5,1,5,6,5,5,5,4,1,20,0,0,0,1,0,1,0,0,1,0,0,1,353.4
354,13,1,0,0,0,1,0,0,0,2,4,4,1,0,0,0,0,0,1,6,2,6,6,7,6,6,4,1,30,0,0,0,1,0,0,0,1,0,0,1,1,354.4
355,8,1,0,1,0,0,0,0,0,2,3,1,0,1,0,0,0,0,1,7,3,5,6,7,5,7,4,0,10,1,0,0,0,0,0,0,1,0,0,1,1,355.4
356,14,1,1,0,0,0,0,0,0,2,7,1,0,1,0,0,0,0,1,4,2,5,3,4,6,6,4,0,20,0,0,1,0,0,1,0,0,0,0,1,1,356.4
357,13,1,1,0,0,0,0,0,0,2,7,2,0,0,0,0,0,1,1,6,1,6,5,6,6,6,4,0,30,0,1,0,0,0,0,1,0,0,0,1,1,357.4
358,10,1,1,0,0,0,0,0,0,2,7,1,0,0,1,1,0,0,1,5,2,5,6,6,6,6,4,0,20,0,1,0,0,1,0,0,0,0,1,0,1,358.4
359,10,1,0,0,1,0,0,0,0,2,2,1,0,1,0,0,0,0,1,1,1,7,7,7,7,7,4,0,20,0,0,0,1,0,1,0,0,0,0,1,1,359.4
360,13,1,0,0,0,1,0,0,0,2,6,2,0,0,0,0,0,1,1,7,3,5,5,7,7,7,4,0,30,0,0,0,1,0,0,0,1,0,1,0,1,360.4
361,10,1,0,1,0,0,0,0,0,1,4,2,0,1,0,0,0,0,1,7,3,5,4,7,6,5,4,1,20,1,0,0,0,0,1,0,0,0,0,1,1,361.4
362,8,1,0,1,0,0,0,0,0,2,4,1,0,1,0,0,0,0,1,7,1,3,6,7,7,7,4,0,5,1,0,0,0,0,0,1,0,1,0,0,1,362.4
363,8,1,1,0,0,0,0,0,0,1,7,1,0,0,0,0,1,0,1,6,1,4,5,5,5,5,4,0,0,1,0,0,0,0,0,0,1,0,1,0,1,363.4
364,10,1,0,1,0,0,0,0,0,2,4,1,0,0,1,0,0,0,1,6,2,5,4,7,5,4,4,1,0,0,0,0,1,0,1,0,0,0,0,1,1,364.4
365,8,1,0,1,0,0,0,0,0,2,6,4,1,0,0,0,0,0,1,5,2,6,7,7,3,7,4,0,20,1,0,0,0,1,0,0,0,0,1,0,1,365.4
366,9,1,0,1,0,0,0,0,0,2,4,1,0,1,0,0,0,0,1,7,1,7,7,7,7,7,4,1,20,0,0,0,1,0,1,0,0,0,1,0,1,366.4
367,8,1,0,0,1,0,0,0,0,2,3,1,0,1,0,0,0,0,1,7,1,7,7,7,7,7,4,0,20,0,1,0,0,0,0,1,0,1,0,0,1,367.4
368,13,1,0,1,0,0,0,0,0,2,2,1,0,0,1,0,0,0,1,7,3,1,2,5,6,3,4,0,0,0,0,1,0,1,0,0,0,0,0,1,1,368.4
369,8,1,1,0,0,0,0,0,0,2,6,2,0,1,0,0,0,0,1,5,2,3,4,7,3,4,4,0,5,0,0,0,1,0,1,0,0,1,0,0,1,369.4
370,8,1,0,0,0,0,0,0,1,2,4,1,0,1,0,0,0,0,1,4,1,4,6,4,3,5,4,1,5,0,1,0,0,0,1,0,0,0,0,1,1,370.4
371,8,1,1,0,0,0,0,0,0,2,7,1,1,0,0,0,0,0,1,7,2,4,3,7,4,5,4,1,10,0,0,1,0,0,0,0,1,0,1,0,1,371.4
372,10,1,0,1,0,0,0,0,0,2,3,1,0,1,0,0,0,0,1,5,2,5,5,5,3,5,4,1,30,0,1,0,0,0,0,0,1,0,0,1,1,372.4
373,8,1,0,1,0,0,0,0,0,2,3,1,0,1,0,0,0,0,1,7,2,3,7,7,4,5,4,1,30,0,1,0,0,1,0,0,0,0,1,0,1,373.4
374,10,1,0,1,0,0,0,0,0,2,3,2,0,1,0,0,0,0,1,7,3,7,7,7,7,7,4,1,10,0,0,0,1,1,0,0,0,0,0,1,1,374.4
375,8,1,0,1,0,0,0,0,0,2,3,1,1,0,0,0,0,0,1,6,2,3,5,5,3,5,4,1,20,0,1,0,0,0,1,0,0,0,1,0,1,375.4
376,8,1,0,1,0,0,0,0,0,2,3,1,1,0,0,0,0,0,1,7,3,4,5,7,6,5,4,1,10,0,0,1,0,0,0,0,1,1,0,0,1,376.4
377,13,1,0,0,0,0,1,0,0,2,4,2,1,0,0,0,0,0,1,6,3,6,6,6,4,6,4,0,0,0,0,0,1,1,0,0,0,1,0,0,1,377.4
378,8,1,0,1,0,0,0,0,0,2,2,1,1,0,0,0,0,0,1,7,1,7,7,7,7,7,4,1,5,0,0,0,1,0,1,0,0,0,0,1,1,378.4
379,8,1,1,0,0,0,0,0,0,2,7,1,1,0,0,0,0,0,1,6,2,4,4,4,4,6,4,0,30,0,0,1,0,0,0,1,0,0,0,1,1,379.4
380,8,1,0,1,0,0,0,0,0,1,7,1,0,0,0,0,1,0,1,7,1,7,7,7,7,7,4,1,0,0,1,0,0,0,0,1,0,0,0,1,1,380.4
381,13,1,0,1,0,0,0,0,0,2,4,2,1,0,0,0,0,0,1,7,1,7,7,7,7,7,4,1,0,0,0,0,1,1,0,0,0,0,0,1,1,381.4
382,13,1,0,0,0,1,0,0,0,2,5,2,0,1,0,0,0,0,1,7,1,6,5,7,5,7,4,1,20,0,0,0,1,0,0,0,1,0,1,0,1,382.4
383,10,1,0,1,0,0,0,0,0,2,6,2,0,0,0,0,0,1,1,7,1,4,7,5,5,4,4,1,10,0,1,0,0,0,1,0,0,1,0,0,1,383.4
384,10,1,1,0,0,0,0,0,0,2,7,1,1,0,0,0,0,0,1,4,2,3,3,5,5,4,4,1,10,1,0,0,0,0,0,1,0,0,0,1,1,384.4
385,8,1,0,0,0,1,0,0,0,1,3,1,0,1,0,0,0,0,1,4,2,3,5,7,3,4,4,1,0,0,0,1,0,0,0,0,1,0,1,0,1,385.4
386,8,1,0,1,0,0,0,0,0,2,2,1,0,0,0,0,1,0,1,7,2,7,7,7,7,7,4,0,5,0,1,0,0,0,0,0,1,0,1,0,1,386.4
387,10,1,0,1,0,0,0,0,0,2,3,1,0,0,0,0,1,0,1,7,1,5,4,6,6,7,4,0,10,0,1,0,0,0,0,0,1,0,0,1,1,387.4
388,10,1,1,0,0,0,0,0,0,2,7,2,0,0,1,0,0,0,1,4,2,4,3,3,1,4,4,0,5,0,0,1,0,0,1,0,0,0,0,1,1,388.4
389,13,1,1,0,0,0,0,0,0,2,7,2,0,1,0,0,0,0,1,7,1,6,7,7,7,7,4,0,5,0,0,0,1,1,0,0,0,0,1,0,1,389.4
390,9,1,1,0,0,0,0,0,0,2,7,2,0,1,0,0,0,0,1,7,3,4,5,5,7,7,4,0,30,0,0,0,1,1,0,0,0,1,0,0,1,390.4
391,14,1,0,0,1,0,0,0,0,2,7,2,0,0,1,0,0,0,1,6,3,3,3,4,6,3,4,1,5,0,1,0,0,0,1,0,0,0,1,0,1,391.4
392,8,1,1,0,0,0,0,0,0,2,5,1,0,0,0,0,1,0,1,4,1,7,2,5,4,2,4,0,20,1,0,0,0,1,0,0,0,1,0,0,1,392.4
393,10,1,0,0,0,0,0,0,1,2,3,1,0,1,0,0,0,0,1,5,1,5,5,7,6,5,4,1,10,1,0,0,0,1,0,0,0,1,0,0,1,393.4
394,10,1,0,0,0,0,1,0,0,2,4,1,0,1,0,0,0,0,1,5,1,3,3,4,4,4,4,0,20,0,0,0,1,0,0,0,1,1,0,0,1,394.4
395,13,1,0,1,0,0,0,0,0,1,5,1,0,0,0,0,0,1,1,5,3,6,3,7,5,6,4,0,10,0,1,0,0,0,0,1,0,0,1,0,1,395.4
396,14,1,0,1,0,0,0,0,0,1,3,2,0,0,1,0,0,0,1,6,2,3,4,3,6,6,4,0,10,0,0,0,1,0,0,0,1,0,0,1,1,396.4
397,8,1,0,1,0,0,0,0,0,2,3,1,0,1,0,0,0,0,1,5,1,5,6,7,4,4,4,1,5,0,0,1,0,0,1,0,0,0,0,1,1,397.4
398,15,1,0,0,0,1,0,0,0,1,4,1,1,0,0,0,0,0,1,7,2,5,7,7,5,7,4,1,5,1,0,0,0,0,0,1,0,0,0,1,1,398.4
399,9,1,0,0,0,1,0,0,0,2,2,1,0,1,0,0,0,0,1,5,1,1,2,2,7,4,4,0,10,0,0,1,0,0,0,1,0,1,0,0,1,399.4
400,8,1,0,1,0,0,0,0,0,2,6,1,0,0,0,0,1,0,1,7,1,4,4,5,6,6,4,1,10,0,0,0,1,1,0,0,0,1,0,0,1,400.4
401,13,1,0,1,0,0,0,0,0,1,6,1,1,0,0,0,0,0,1,7,2,7,7,7,7,7,4,0,5,0,1,0,0,0,1,0,0,0,1,0,1,401.4
402,13,1,0,1,0,0,0,0,0,1,3,2,0,0,1,1,0,0,1,7,3,6,6,6,6,6,4,1,5,1,0,0,0,0,0,0,1,0,0,1,1,402.4
403,8,1,0,1,1,1,1,1,0,2,3,1,0,0,0,0,1,0,1,3,1,3,2,2,4,7,4,0,30,0,0,0,1,0,0,1,0,0,0,1,1,403.4
404,15,1,0,1,0,0,0,0,0,1,4,2,1,0,0,0,0,0,1,7,2,2,5,5,6,7,4,1,5,0,0,0,1,0,0,1,0,0,0,1,1,404.4
405,9,1,0,1,0,0,0,0,0,2,3,1,1,0,0,0,0,0,1,7,1,2,6,7,4,4,4,1,20,0,0,1,0,0,0,0,1,0,0,1,1,405.4
406,9,1,1,0,0,0,0,0,0,1,7,2,1,0,0,0,0,0,1,7,3,2,2,2,4,4,4,0,30,0,0,1,0,1,0,0,0,0,0,1,1,406.4
407,9,1,0,0,0,1,0,0,0,1,4,1,0,0,0,0,1,0,1,7,1,3,5,6,6,6,4,1,0,0,0,1,0,1,0,0,0,1,0,0,1,407.4
408,13,1,1,0,0,0,0,0,0,2,7,2,1,0,0,0,0,0,1,5,2,3,3,5,3,5,4,0,0,0,0,1,0,0,1,0,0,0,1,0,1,408.4
409,10,1,0,1,0,0,0,0,0,2,3,2,0,0,0,0,0,1,1,5,1,6,5,3,3,6,4,1,5,1,0,0,0,0,1,0,0,0,1,0,1,409.4
410,8,1,1,0,0,1,0,0,0,1,7,1,0,1,0,0,0,0,1,5,1,1,3,5,1,5,4,0,0,0,0,0,1,0,0,0,1,0,0,1,1,410.4
411,14,1,1,0,0,0,0,0,0,2,7,2,1,0,0,0,0,0,1,6,4,1,1,5,2,1,4,0,0,0,1,0,0,0,0,1,0,0,0,1,1,411.4
412,9,1,0,0,0,0,0,1,0,2,6,1,1,0,0,0,0,0,1,6,3,3,5,7,7,7,4,1,20,0,0,0,1,0,0,1,0,0,1,0,1,412.4
413,8,1,1,0,0,0,0,0,0,1,6,2,1,0,0,0,0,0,1,6,2,6,6,7,7,5,4,0,5,0,1,0,0,1,0,0,0,0,0,1,1,413.4
414,9,1,1,0,0,0,0,0,0,1,7,2,0,0,0,0,1,0,1,2,2,1,2,1,2,6,4,0,5,0,0,0,1,0,1,0,0,0,0,1,1,414.4
415,10,1,0,0,1,0,0,0,0,2,3,1,0,0,0,0,1,0,1,7,2,1,3,3,5,7,4,0,20,0,0,0,1,0,0,0,1,1,0,0,1,415.4
416,10,1,1,0,0,0,0,0,0,2,3,1,0,0,0,0,0,1,1,7,1,6,6,7,7,7,4,1,10,0,0,0,1,0,0,1,0,0,0,1,1,416.4
417,13,1,0,1,0,0,0,0,0,2,3,2,1,0,0,0,0,0,1,7,2,7,7,7,2,5,4,0,5,0,0,0,1,0,0,0,1,0,0,1,1,417.4
418,8,1,0,0,0,0,0,1,0,2,3,1,0,0,0,0,1,0,1,5,1,6,7,7,6,6,4,1,30,0,0,1,0,0,1,0,0,0,0,1,1,418.4
419,9,1,0,0,0,0,1,0,0,1,4,1,0,0,0,0,1,0,1,4,2,6,7,7,7,7,4,1,10,0,0,0,1,0,1,0,0,1,0,0,1,419.4
420,8,1,0,1,0,0,0,0,0,2,6,1,1,0,0,0,0,0,1,6,1,4,6,6,4,6,4,1,5,0,1,0,0,1,0,0,0,0,0,1,1,420.4
1,8,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,1,0,2,1,1,3,4,3,5,0,20,0,1,0,0,1,0,0,0,1,0,0,1,1.5
2,13,0,0,1,0,0,0,0,0,1,7,0,1,0,0,0,0,0,1,0,4,7,6,7,6,7,5,0,30,0,0,0,1,0,0,1,0,1,0,0,1,2.5
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,20,0,1,0,0,1,0,0,0,0,1,0,1,4.5
7,10,0,0,1,0,0,0,0,0,1,7,0,0,1,0,0,0,0,1,0,4,0,0,0,0,0,5,1,30,1,0,0,0,0,0,1,0,0,1,0,1,7.5
8,8,0,0,1,0,0,0,0,0,1,3,1,1,0,0,0,0,0,1,5,2,4,3,4,5,4,5,1,30,0,0,0,1,0,0,1,0,0,0,1,1,8.5
9,8,0,0,1,0,0,0,0,0,2,3,1,1,0,0,0,0,0,1,6,2,7,6,6,4,7,5,0,5,0,0,1,0,0,0,1,0,1,0,0,1,9.5
10,8,0,0,1,0,0,0,0,0,2,2,1,1,0,0,0,0,0,1,6,2,4,2,4,6,3,5,1,10,1,0,0,0,0,0,0,1,0,0,1,1,10.5
11,8,0,0,1,0,0,0,0,0,1,3,2,1,0,0,0,0,0,1,7,2,6,5,6,7,6,5,0,20,0,0,1,0,1,0,0,0,0,0,1,1,11.5
12,8,0,0,1,0,0,0,0,0,1,3,1,1,0,0,0,0,0,1,6,3,2,2,1,6,5,5,1,10,0,0,1,0,1,0,0,0,1,0,0,1,12.5
13,8,0,0,1,0,0,0,0,0,1,3,1,1,0,0,0,0,0,1,6,3,3,2,1,6,5,5,1,5,0,0,1,0,0,0,0,1,1,0,0,1,13.5
14,8,0,0,1,0,0,0,0,0,1,3,1,1,0,0,0,0,0,1,6,2,6,6,6,6,4,5,0,10,0,1,0,0,0,0,1,0,1,0,0,1,14.5
15,8,0,0,1,0,0,0,0,0,1,3,1,1,0,0,0,0,0,1,7,3,5,6,7,4,3,5,0,10,1,0,0,0,0,1,0,0,1,0,0,1,15.5
16,8,0,0,0,0,0,0,0,1,1,5,1,1,0,0,0,0,0,1,3,1,1,3,1,7,7,5,0,5,0,0,0,1,1,0,0,0,1,0,0,1,16.5
18,8,0,0,1,0,0,0,0,0,1,3,1,1,0,0,0,0,0,1,5,2,6,5,6,6,5,5,0,30,0,0,1,0,0,0,0,1,0,0,1,1,18.5
19,8,0,0,1,0,0,0,0,0,2,0,1,1,0,0,0,0,0,1,6,2,2,2,3,6,7,5,0,5,1,0,0,0,0,1,0,0,0,0,1,1,19.5
20,13,0,0,1,0,0,0,0,0,1,5,2,0,0,1,0,0,0,1,7,4,2,1,2,5,5,5,0,30,0,0,0,1,1,0,0,0,0,1,0,1,20.5
21,10,0,0,0,1,0,0,0,0,1,6,2,0,0,0,0,1,0,1,6,4,3,3,3,4,3,5,0,20,0,0,1,0,0,0,1,0,1,0,0,1,21.5
22,9,0,0,1,0,0,0,0,0,2,3,2,0,1,0,0,0,0,1,5,2,0,0,0,0,0,5,1,0,1,0,0,0,0,1,0,0,1,0,0,1,22.5
24,14,0,1,0,0,0,0,0,0,1,4,1,0,1,0,0,0,0,1,3,2,0,0,0,0,0,5,0,0,0,0,1,0,0,0,1,0,0,1,0,1,24.5
25,13,0,0,1,0,0,0,1,0,1,7,2,0,1,0,0,0,0,1,0,2,7,7,7,7,7,5,1,5,0,0,1,0,0,0,1,0,1,0,0,1,25.5
26,13,0,1,0,0,0,0,0,0,1,7,2,0,1,0,0,0,0,1,0,1,7,6,7,7,6,5,1,10,1,0,0,0,0,0,1,0,0,1,0,1,26.5
27,15,0,0,0,1,0,0,0,1,2,4,2,0,1,0,0,0,0,1,0,3,0,4,6,6,1,5,0,10,0,0,0,1,0,0,1,0,1,0,0,1,27.5
28,14,0,0,0,1,0,0,0,0,1,7,2,0,1,0,0,0,0,1,0,3,2,7,5,1,5,5,0,30,0,0,1,0,0,0,0,1,0,0,1,1,28.5
29,10,0,0,0,1,0,0,0,0,1,7,2,0,0,1,0,0,0,1,7,3,0,0,3,4,4,5,0,20,1,0,0,0,0,0,0,1,0,1,0,1,29.5
30,10,0,0,0,0,1,0,1,0,1,6,2,0,0,0,1,0,1,1,7,3,3,6,6,6,5,5,1,20,0,0,0,1,0,0,1,0,0,1,0,1,30.5
31,14,0,0,0,0,1,0,0,0,1,7,2,0,0,0,0,0,1,1,3,4,0,0,7,7,2,5,1,30,0,0,0,1,1,0,0,0,1,0,0,1,31.5
32,15,0,0,1,0,0,0,0,0,2,7,2,0,0,1,0,0,1,1,7,4,4,5,6,6,6,5,0,0,0,0,1,0,0,0,1,0,1,0,0,1,32.5
33,14,0,0,0,0,1,0,0,0,1,7,2,0,0,1,0,0,0,1,7,4,7,7,7,7,7,5,0,20,0,1,0,0,0,1,0,0,0,1,0,1,33.5
34,14,0,0,1,0,0,0,0,0,3,7,2,0,1,0,0,0,0,1,4,1,5,5,7,6,6,5,0,20,1,0,0,0,0,0,1,0,1,0,0,1,34.5
35,15,0,0,0,0,0,0,0,1,1,7,2,0,1,0,0,1,0,1,5,3,5,4,6,7,6,5,0,30,0,0,1,0,1,0,0,0,0,1,0,1,35.5
36,13,0,0,1,0,0,0,0,0,2,7,2,0,1,0,0,0,0,1,4,2,4,3,5,3,5,5,0,30,1,0,0,0,0,0,0,1,1,0,0,1,36.5
37,8,0,0,1,0,0,0,1,0,3,7,1,0,1,0,0,0,0,1,5,1,5,5,7,7,5,5,0,30,0,0,1,0,0,0,0,1,0,0,1,1,37.5
38,10,0,0,1,0,0,0,0,0,2,7,2,0,1,0,0,0,0,1,7,3,7,6,7,6,4,5,0,5,1,0,0,0,0,1,0,0,0,0,1,1,38.5
39,10,0,1,0,0,0,0,0,0,2,4,2,1,0,0,0,0,0,1,7,2,3,2,7,6,3,5,0,5,1,0,0,0,0,0,0,1,0,1,0,1,39.5
40,10,0,1,1,0,0,0,1,0,2,2,1,1,0,1,0,0,0,1,5,1,4,2,5,5,6,5,1,10,0,0,0,1,0,1,0,0,0,1,0,1,40.5
41,9,0,0,0,0,0,0,1,0,2,3,1,1,0,0,0,0,0,1,7,1,4,5,7,5,6,5,1,20,0,0,0,1,0,0,0,1,0,1,0,1,41.5
42,15,0,0,0,0,1,0,0,0,2,7,2,1,0,0,0,0,0,1,7,3,0,6,7,7,6,5,1,5,0,0,1,0,0,0,1,0,0,1,0,1,42.5
43,9,0,1,0,0,0,0,0,0,2,7,2,1,0,0,0,0,0,1,7,2,5,7,7,7,5,5,1,10,0,0,0,1,0,1,0,0,0,0,1,1,43.5
44,8,0,0,1,0,0,0,0,0,1,3,1,0,1,0,0,0,0,1,7,2,3,3,6,5,6,5,0,0,0,1,0,0,1,0,0,0,1,0,0,1,44.5
45,15,0,0,0,0,0,0,1,0,2,7,1,1,0,0,1,0,0,1,7,3,4,5,6,0,6,5,0,5,0,1,0,0,0,1,0,0,0,0,1,1,45.5
46,13,0,0,0,0,1,0,0,0,2,6,2,1,0,0,0,0,0,1,7,3,0,6,2,7,2,5,1,10,0,1,0,0,1,0,0,0,0,0,1,1,46.5
47,9,0,0,0,0,0,1,0,0,3,4,1,0,1,0,0,0,0,1,7,3,1,1,5,3,3,5,0,30,0,1,0,0,1,0,0,0,1,0,0,1,47.5
48,13,0,0,0,0,0,0,1,0,1,4,2,1,0,0,0,0,0,1,7,3,4,4,4,4,4,5,1,30,0,0,0,1,1,0,0,0,1,0,0,1,48.5
49,9,0,1,0,0,0,0,0,0,1,7,1,0,0,1,0,0,0,1,7,3,5,7,7,7,6,5,1,0,0,1,0,0,0,1,0,0,0,1,0,1,49.5
50,9,0,0,1,0,0,0,1,0,1,7,1,0,0,0,0,1,0,1,7,1,7,7,7,7,7,5,0,10,0,1,0,0,0,1,0,0,0,1,0,1,50.5
51,10,0,0,1,0,0,0,0,0,1,4,1,1,0,0,0,0,0,1,7,2,5,5,6,4,5,5,1,0,0,1,0,0,1,0,0,0,1,0,0,1,51.5
52,10,0,1,1,0,0,0,1,0,2,5,2,1,0,0,0,0,0,1,7,2,7,7,7,7,7,5,0,30,0,0,1,0,0,0,0,1,1,0,0,1,52.5
53,9,0,1,0,0,0,0,0,0,1,7,1,1,0,0,0,0,0,1,7,2,5,5,7,1,2,5,1,20,0,0,1,0,0,0,0,1,0,0,1,1,53.5
54,13,0,0,0,0,0,0,1,0,2,7,2,1,0,0,0,0,0,1,7,4,5,4,4,5,4,5,1,30,1,0,0,0,1,0,0,0,0,1,0,1,54.5
55,13,0,0,1,0,0,0,0,0,3,7,1,1,0,0,0,0,0,1,5,3,0,0,5,0,0,5,1,30,0,1,0,0,0,1,0,0,0,0,1,1,55.5
56,14,0,1,0,0,0,0,0,0,1,7,2,0,0,1,0,0,0,1,7,3,0,0,7,0,0,5,1,5,1,0,0,0,0,0,1,0,0,0,1,1,56.5
57,13,0,1,0,0,0,0,0,0,1,7,1,1,0,0,0,0,0,1,0,2,6,5,6,7,7,5,1,20,0,1,0,0,0,0,0,1,1,0,0,1,57.5
58,9,0,1,0,0,0,0,0,0,1,7,1,1,0,0,0,1,0,1,6,2,6,6,6,5,5,5,0,30,0,0,1,0,0,0,0,1,1,0,0,1,58.5
59,14,0,1,1,0,0,0,0,0,1,7,2,1,0,0,0,0,0,1,5,2,5,3,5,5,5,5,0,30,0,0,1,0,0,0,1,0,0,1,0,1,59.5
60,15,0,1,0,0,0,0,0,0,1,7,1,1,0,0,0,0,0,1,6,1,6,6,5,5,5,5,1,20,0,0,0,1,0,0,1,0,0,0,1,1,60.5
61,9,0,0,1,1,0,0,0,0,1,3,1,0,0,0,0,1,0,1,7,2,5,5,7,7,7,5,0,10,0,1,0,0,1,0,0,0,0,0,1,1,61.5
62,13,0,0,0,0,0,1,0,0,2,6,2,1,0,0,0,0,0,1,7,2,6,5,6,6,7,5,1,5,0,1,0,0,0,0,1,0,1,0,0,1,62.5
63,15,0,0,0,1,0,0,0,0,1,5,2,0,1,0,0,0,0,1,6,3,5,7,7,7,4,5,1,0,0,1,0,0,0,0,1,0,0,0,1,1,63.5
64,14,0,0,0,0,0,1,0,0,1,7,2,1,0,0,0,0,0,1,6,3,2,5,7,6,2,5,0,30,0,1,0,0,0,1,0,0,0,0,1,1,64.5
65,13,0,0,1,0,0,0,0,0,2,5,2,1,0,0,0,0,0,1,5,3,0,4,7,7,0,5,0,30,0,0,0,1,0,0,0,1,0,1,0,1,65.5
66,14,0,0,0,1,0,0,0,0,2,7,2,0,0,0,1,0,0,1,0,3,3,3,7,7,1,5,0,0,0,0,0,1,0,0,0,1,0,1,0,1,66.5
67,15,0,0,0,0,0,0,1,0,1,7,2,0,0,1,1,0,0,1,7,4,0,0,5,4,4,5,1,10,0,0,1,0,0,0,0,1,0,1,0,1,67.5
68,15,0,0,0,0,0,0,0,0,2,7,2,1,0,0,0,0,0,1,7,3,3,5,6,6,7,5,1,10,1,0,0,0,0,1,0,0,0,0,1,1,68.5
69,9,0,1,1,0,0,0,0,0,2,5,1,1,0,0,0,0,0,1,0,3,0,2,4,5,6,5,1,5,1,0,0,0,0,0,0,1,0,1,0,1,69.5
70,14,0,0,0,0,0,0,0,1,2,5,2,1,0,0,0,0,0,1,7,4,0,7,7,7,7,5,0,30,0,1,0,0,0,0,1,0,1,0,0,1,70.5
71,9,0,0,1,1,0,0,0,0,1,6,2,0,0,0,0,0,1,1,0,3,7,7,7,7,7,5,0,5,0,0,0,1,1,0,0,0,0,1,0,1,71.5
72,15,0,0,0,0,0,0,1,0,2,7,2,1,0,0,0,1,0,1,0,3,2,5,3,5,3,5,1,20,1,0,0,0,0,1,0,0,0,0,1,1,72.5
73,9,0,0,0,1,0,0,1,0,1,7,2,0,0,0,1,0,0,1,7,3,5,5,7,7,7,5,1,5,0,0,0,1,0,0,1,0,1,0,0,1,73.5
74,14,0,1,0,0,0,0,0,0,2,7,2,0,0,1,0,0,0,1,0,3,7,7,7,0,3,5,0,30,0,0,0,1,0,0,0,1,0,0,1,1,74.5
75,13,0,0,1,0,0,0,0,0,2,6,2,0,0,1,1,0,0,1,6,3,2,2,2,5,0,5,1,10,0,0,0,1,1,0,0,0,0,0,1,1,75.5
76,9,0,0,0,0,0,0,1,0,2,7,2,1,0,0,0,0,0,1,7,3,4,5,6,6,5,5,1,10,0,0,1,0,0,1,0,0,0,0,1,1,76.5
77,10,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,5,1,5,0,1,0,0,0,0,1,0,0,0,1,1,77.5
78,15,0,0,1,0,0,0,0,0,2,7,2,1,0,0,0,0,0,1,7,3,4,5,7,7,4,5,0,10,0,1,0,0,0,0,1,0,0,1,0,1,78.5
79,13,0,0,0,0,1,0,0,0,2,5,2,1,0,0,0,0,0,1,6,3,6,5,7,7,5,5,1,20,0,1,0,0,0,0,1,0,1,0,0,1,79.5
80,15,0,0,0,0,1,0,0,0,1,5,2,0,0,0,0,0,0,1,7,3,4,3,5,2,5,5,1,0,0,0,0,1,1,0,0,0,0,1,0,1,80.5
81,14,0,1,0,0,0,0,0,1,2,7,2,1,0,0,0,0,0,1,7,4,1,1,3,7,3,5,1,20,0,0,1,0,0,0,0,1,0,0,1,1,81.5
82,10,0,1,0,0,0,0,0,0,1,7,2,1,0,0,0,0,0,1,7,3,3,4,5,2,5,5,1,10,0,1,0,0,0,1,0,0,0,1,0,1,82.5
83,15,0,1,0,0,0,0,0,0,2,5,2,1,0,0,0,0,1,1,5,3,5,6,5,4,3,5,1,30,0,0,0,1,1,0,0,0,0,1,0,1,83.5
